dnum,sales,pool,ev_expost,ev_exante
2016142,407120242,1025247212,4.8533,-1.6138
2016143,378923738,1055352355,4.8762,-1.4908
2016144,372346108,1031610174,4.7765,-1.6487
2016145,398955964,1019425688,4.6413,-1.6461
2016146,344859752,1030668248,4.7814,-1.5854
2016147,341474648,1053462300,4.8606,-1.5206
2016148,381634232,1060899760,4.7595,-1.5991
2016149,342258704,1069092085,4.8038,-1.5805
2016150,350741078,1010476368,4.6909,-1.6690
2016151,375311070,1013655324,4.7825,-1.6082
2016152,338973816,974772214,4.6292,-1.6617
2016153,342438226,990091165,4.7300,-1.5519
2017001,376155592,1007519355,4.7746,-1.5747
2017002,333473696,1046185700,5.1152,-1.4333
2017003,328263696,1089595542,5.0428,-1.4338
2017004,361243290,1046462778,4.6165,-1.6640
2017005,328457210,1018195332,4.6416,-1.6561
2017006,327823184,1019607668,4.7293,-1.6071
2017007,358098002,1049607797,5.0957,-1.5246
2017008,318368112,1039620330,4.6772,-1.6350
2017009,318286702,1043538642,4.7431,-1.6053
2017010,350388682,914275770,4.5505,-1.7034
2017011,318019266,914786466,4.6986,-1.6136
2017012,329120186,919697751,4.8556,-1.6023
2017013,377878424,924629020,4.8279,-1.6038
2017014,307538720,944740410,4.8074,-1.5318
2017015,314977594,976589244,4.9652,-1.4504
2017016,349767606,957434232,4.6424,-1.6475
2017017,329086094,973496920,4.8019,-1.5484
2017018,332385048,976565180,4.7356,-1.6018
2017019,362828374,992823572,4.8134,-1.5310
2017020,321450250,1016040400,4.9146,-1.4947
2017021,329896520,984320688,4.7252,-1.6548
2017022,370988738,1029761908,5.1666,-1.4332
2017023,337872226,1072263213,4.9733,-1.4344
2017024,342020216,1093529538,4.8415,-1.5414
2017025,372684176,1076249141,4.6546,-1.6469
2017026,338217710,954816000,4.5498,-1.6981
2017027,344767540,980689536,4.9882,-1.4368
2017028,377657484,977766651,4.7042,-1.6212
2017029,343011048,1003660344,5.0703,-1.4801
2017030,350487064,1037107695,5.0192,-1.4761
2017031,377406752,924910650,4.5699,-1.6917
2017032,346410188,609910623,4.5068,-1.7178
2017033,346477046,610298424,4.7183,-1.6138
2017034,373962682,618519064,4.7525,-1.5933
2017035,342022594,568068720,4.6090,-1.6795
2017036,340257990,613555992,4.9639,-1.4344
2017037,346434206,629265693,4.8417,-1.5679
2017038,310673636,656476865,4.8212,-1.5028
2017039,330405710,730094377,5.0003,-1.4341
2017040,359413424,691582671,4.6678,-1.6752
2017041,322450520,634663869,4.7110,-1.6697
2017042,326995938,652974432,4.9765,-1.5659
2017043,348879160,669647148,4.7729,-1.5291
2017044,318935018,636516015,4.7579,-1.6591
2017045,320562564,664910592,4.9381,-1.4682
2017046,348845228,677946402,4.8232,-1.5695
2017047,313845556,694177440,4.7581,-1.5590
2017048,317465116,664324529,4.6391,-1.6702
2017049,326777700,680077398,4.8233,-1.5678
2017050,308163776,700584945,4.9621,-1.5290
2017051,315667040,682920580,4.6322,-1.6510
2017052,346847224,704802480,4.7933,-1.5248
2017053,316559816,716619576,4.8537,-1.5733
2017054,315730948,746396522,4.9763,-1.4342
2017055,342200872,685895820,4.6817,-1.6763
2017056,317424132,697988120,4.7443,-1.5834
2017057,314697362,698067117,4.8488,-1.6132
2017058,338794650,702858272,4.7719,-1.6019
2017059,306145516,586532102,4.5362,-1.7069
2017060,320553910,613018696,4.8985,-1.4782
2017061,327891234,546535704,4.6133,-1.6767
2017062,292747704,588631018,5.1343,-1.4329
2017063,307572084,624355820,4.8708,-1.4350
2017064,351655222,654376180,4.8615,-1.4911
2017065,320800086,619300374,4.6272,-1.6661
2017066,329821920,624968496,4.7895,-1.5995
2017067,356270498,630964440,4.7811,-1.6018
2017068,320912348,655631053,4.9017,-1.5413
2017069,326172358,683978436,4.9519,-1.4345
2017070,357559628,709557056,4.9262,-1.4828
2017071,322489468,745151312,5.2021,-1.4326
2017072,321195342,740584900,4.8023,-1.6222
2017073,347269730,747555120,4.7358,-1.5986
2017074,312167868,720097616,4.6060,-1.6502
2017075,320592160,711353370,4.6910,-1.6400
2017076,346391726,721042021,4.7823,-1.5858
2017077,310153396,752910976,4.9824,-1.4501
2017078,308678006,763870919,4.7470,-1.5823
2017079,338568770,772154315,4.7580,-1.5804
2017080,309113400,761168290,4.7275,-1.6367
2017081,311169340,771574680,4.7450,-1.5612
2017082,340327376,770257854,4.7414,-1.6173
2017083,305712986,741221637,4.6445,-1.6604
2017084,314750766,746247204,4.8122,-1.6023
2017085,340676888,736565578,4.6418,-1.6432
2017086,313250840,741969095,4.7868,-1.5918
2017087,316090948,705056937,4.6490,-1.6727
2017088,346380162,702515540,4.6441,-1.6201
2017089,314842050,750483542,5.0618,-1.4336
2017090,312174318,772752284,4.9122,-1.4995
2017091,337138076,795913308,4.8409,-1.4956
2017092,308876342,826577324,4.9105,-1.4568
2017093,308248758,662712921,4.5685,-1.7011
2017094,341689810,658076283,4.7151,-1.6250
2017095,317203922,632720984,4.6189,-1.6520
2017096,322973284,611617622,4.6874,-1.6453
2017097,348913966,616091250,4.7281,-1.6053
2017098,314009676,561544774,4.5883,-1.6947
2017099,310565530,460398735,4.6192,-1.6914
2017100,343590604,435010976,4.7514,-1.6466
2017101,313219868,498878630,5.2479,-1.4322
2017102,315963272,455170324,4.6077,-1.6788
2017103,347478996,469614348,4.9946,-1.5799
2017104,310263038,523607612,5.0084,-1.4340
2017105,314223620,385864894,4.5179,-1.7126
2017106,346574690,421291764,5.0434,-1.4339
2017107,319335446,368859616,4.6288,-1.6713
2017108,320774192,390692040,4.8555,-1.5393
2017109,349302018,436050760,5.0348,-1.4340
2017110,316936062,482979264,5.1031,-1.4333
2017111,317976914,443532928,4.7114,-1.6646
2017112,346255520,490214060,5.0315,-1.4340
2017113,316223542,507647724,4.8858,-1.5244
2017114,321554260,533714324,4.9372,-1.4800
2017115,322048056,557069238,4.8446,-1.5342
2017116,270066216,550134702,4.7608,-1.6295
2017117,277103412,565108899,4.9244,-1.5109
2017118,339910326,562212840,4.7780,-1.6189
2017119,311293858,557828271,4.7495,-1.6222
2017120,319254526,590730365,4.8554,-1.4793
2017121,344520506,597274960,4.7204,-1.5878
2017122,323216212,624823324,5.0975,-1.4713
2017123,327467830,578631376,4.6000,-1.6741
2017124,352610564,582215080,4.7466,-1.6051
2017125,324821104,598302894,4.7927,-1.5592
2017126,328800104,618963440,5.0278,-1.5596
2017127,351381232,647103220,5.0427,-1.4689
2017128,323872230,588766113,4.5354,-1.7071
2017129,334351058,638652615,4.9782,-1.4343
2017130,401382016,690570120,4.9202,-1.4349
2017131,367788616,600864875,4.6344,-1.6882
2017132,377852842,633905850,4.8918,-1.5011
2017133,400247724,662957197,4.8000,-1.5294
2017134,365781644,635172616,4.7051,-1.6582
2017135,378825098,659493336,4.8351,-1.5518
2017136,401556928,614278265,4.6442,-1.6635
2017137,376184186,635431923,4.8143,-1.5523
2017138,377937674,672085896,5.0543,-1.4878
2017139,409744564,721754472,5.1074,-1.4434
2017140,376479116,687332768,4.7715,-1.6581
2017141,374075240,698733752,4.8177,-1.5558
2017142,417715258,712354014,4.7636,-1.5680
2017143,383967718,707688280,4.7385,-1.6217
2017144,394649686,696647832,4.7824,-1.6423
2017145,434698744,574055706,4.5504,-1.6962
2017146,409358700,515383281,4.6177,-1.6722
2017147,397012632,585636222,4.9998,-1.4344
2017148,419003890,558628074,4.6620,-1.6455
2017149,389703152,229382406,4.5086,-1.7160
2017150,382821120,231409917,4.8296,-1.6092
2017151,410102286,265615770,4.8658,-1.4974
2017152,367326916,270223240,4.7492,-1.6026
2017153,372349292,324719716,4.9455,-1.4347
2017154,414241024,338693168,4.8186,-1.5881
2018001,367348082,278621134,4.6489,-1.6706
2018002,351610618,338840952,5.0547,-1.4339
2018003,388121442,384536000,4.9456,-1.4347
2018004,349304820,358237373,4.8336,-1.6549
2018005,354961030,423934061,5.0980,-1.4336
2018006,387617618,425081503,4.7321,-1.6123
2018007,354279554,435109760,4.7759,-1.5885
2018008,359785672,427643568,4.7174,-1.6283
2018009,384256808,364964347,4.5675,-1.6907
2018010,351327690,385873044,4.9517,-1.5419
2018011,336871794,397713208,4.7793,-1.5838
2018012,367108128,406003688,4.7696,-1.5930
2018013,338322260,410564826,4.8074,-1.6035
2018014,341965074,370944726,4.7260,-1.6619
2018015,372995620,384707208,4.7493,-1.5675
2018016,338462386,415237924,4.9594,-1.4572
2018017,341808336,441055600,4.9978,-1.5073
2018018,364855490,426699072,4.6619,-1.6393
2018019,353382992,423300648,4.7717,-1.6228
2018020,322991340,302764704,4.6101,-1.6896
2018021,364661036,348212718,4.8825,-1.4350
2018022,333617132,371039376,4.8655,-1.5359
2018023,339395846,419696331,4.9235,-1.4347
2018024,373443496,436102047,4.9334,-1.5760
2018025,341614936,513258146,5.0802,-1.4336
2018026,341958742,537930372,4.9692,-1.5289
2018027,386579026,561561972,4.8285,-1.5335
2018028,352015830,578094167,4.7429,-1.5662
2018029,349939456,607081200,4.9677,-1.4946
2018030,388492136,673759355,5.0047,-1.4343
2018031,345048756,722002755,4.9742,-1.4344
2018032,351194914,760396749,4.9358,-1.4347
2018033,376360408,806829198,5.0290,-1.4341
2018034,348544506,823152736,4.8238,-1.5722
2018035,350309396,856009608,4.8004,-1.5023
2018036,375931002,897368156,4.9801,-1.4345
2018037,336334062,877589328,4.6835,-1.6483
2018038,303245456,888445635,4.8328,-1.5692
2018039,368394896,911280204,4.8034,-1.5364
2018040,341719534,905458752,4.6603,-1.6256
2018041,342614774,940022436,5.1097,-1.4357
2018042,373384922,912888550,4.6658,-1.6544
2018043,350595736,922258638,4.7993,-1.5821
2018044,351490126,845550354,4.5527,-1.6866
2018045,381384846,846265053,4.6830,-1.6099
2018046,341414200,903210136,5.0010,-1.4342
2018047,340211348,906138855,4.7918,-1.6073
2018048,347082070,938951220,5.0400,-1.4451
2018049,308606382,958977957,4.9036,-1.5547
2018050,332612986,969426906,4.7547,-1.5837
2018051,362286900,1002362910,4.8922,-1.4791
2018052,335132016,1030470724,4.9265,-1.4698
2018053,336743448,1036375992,4.7893,-1.5989
2018054,364343470,1075158284,5.0424,-1.4340
2018055,328077816,921156717,4.6437,-1.6954
2018056,332042280,934983896,4.7453,-1.5740
2018057,360079018,944921232,4.7365,-1.5919
2018058,328678478,936339437,4.7372,-1.6302
2018059,335528070,951572015,4.8912,-1.5511
2018060,364451892,968808575,4.8215,-1.5435
2018061,332550974,931563495,4.6216,-1.6657
2018062,326938646,955101072,4.8738,-1.5334
2018063,358387608,841729671,4.5446,-1.7012
2018064,329557586,821423304,4.6721,-1.6492
2018065,329937636,847267386,4.8674,-1.5256
2018066,357968382,846907070,4.7016,-1.6153
2018067,324647042,858719248,4.7980,-1.5837
2018068,332649368,900360000,4.8737,-1.4350
2018069,355213336,921431615,4.8315,-1.5278
2018070,339461364,907892115,4.7264,-1.6356
2018071,348880396,911477268,4.7825,-1.6059
2018072,372281494,823199206,4.5346,-1.7104
2018073,329645754,832397856,4.8100,-1.5903
2018074,327800026,813581190,4.6454,-1.6575
2018075,356378720,774033783,4.7023,-1.6620
2018076,327873252,698248210,4.5699,-1.6857
2018077,327832004,709870938,4.8030,-1.5800
2018078,358569878,721951374,4.7250,-1.5734
2018079,327442428,782146094,5.0778,-1.4336
2018080,325310442,805444602,4.8442,-1.5344
2018081,349698540,837010055,4.8752,-1.4847
2018082,319081284,838703256,4.7233,-1.6100
2018083,323565026,843134325,4.7941,-1.6056
2018084,347865554,821610647,4.6376,-1.6487
2018085,322576362,815513264,4.7369,-1.6298
2018086,322631262,767052918,4.6957,-1.6694
2018087,348603358,821914596,5.1075,-1.4335
2018088,315199378,832943120,4.9172,-1.5848
2018089,312432712,864705795,4.8617,-1.4839
2018090,340370390,830323212,4.6615,-1.6732
2018091,315853082,854322188,4.9365,-1.4906
2018092,318819890,921043817,5.0118,-1.4340
2018093,341609166,962368068,5.0419,-1.4339
2018094,314204036,1023528004,4.3362,-1.4348
2018095,320539494,1045113520,4.8990,-1.5031
2018096,338691852,965286126,4.6233,-1.6858
2018097,313501772,1024508131,5.2979,-1.4318
2018098,314746902,1037348433,4.8117,-1.5846
2018099,339383254,1013742168,4.6218,-1.6552
2018100,309533260,1047796176,4.9825,-1.4342
2018101,308676480,1062181270,4.8799,-1.5545
2018102,340812198,1085333716,4.8250,-1.4958
2018103,314574584,1103208722,4.8400,-1.5615
2018104,312637426,1128194345,4.8286,-1.5118
2018105,343324268,1102004192,4.7236,-1.6458
2018106,312096980,1119736168,4.8115,-1.5234
2018107,317508712,1146472338,4.8528,-1.5226
2018108,322147946,1088482714,4.6621,-1.6685
2018109,306989720,1104585752,4.8883,-1.5311
2018110,307066624,1161612266,5.1132,-1.4331
2018111,320180512,1123718442,4.5797,-1.6856
2018112,302328982,1101702921,4.6457,-1.6557
2018113,314160394,1073781687,4.6024,-1.6669
2018114,336072030,1092970758,4.7632,-1.5489
2018115,273986534,1121020227,4.9904,-1.4339
2018116,281786404,938345496,4.5640,-1.7000
2018117,340052040,954956874,4.7560,-1.5578
2018118,322015414,956670540,4.7103,-1.6095
2018119,328321394,935364310,4.6550,-1.6583
2018120,357215818,973089335,4.8896,-1.4595
2018121,321305376,962509317,4.7050,-1.6341
2018122,327644802,827873755,4.5493,-1.7041
2018123,410429482,867467741,4.9726,-1.4785
2018124,378069006,894677451,4.8870,-1.4748
2018125,391293382,961703467,5.2909,-1.4326
2018126,415778246,978656335,4.8066,-1.5708
2018127,383266268,964241444,4.6779,-1.6374
2018128,388471822,976588973,4.7138,-1.5917
2018129,418290398,1013358099,4.9481,-1.5061
2018130,374274632,978511798,4.5852,-1.6571
2018131,383809176,1050270214,4.9910,-1.4344
2018132,408709916,1043966776,4.7922,-1.6249
2018133,374106026,1084505788,5.0901,-1.4337
2018134,377767366,1084959009,4.6770,-1.6139
2018135,406719454,1138385085,4.9821,-1.4345
2018136,377111910,1166942493,4.8532,-1.5166
2018137,379485292,1152259559,4.6706,-1.6448
2018138,412013682,1213413511,5.1678,-1.4335
2018139,380559364,1221766906,4.8953,-1.5964
2018140,386006162,1320037180,4.4888,-1.4340
2018141,416166816,1385805866,4.9943,-1.4345
2018142,390581690,1343493083,4.6100,-1.6691
2018143,373157016,1328627871,4.7995,-1.6329
2018144,387956028,1403504611,4.9886,-1.4344
2018145,349376292,1333080271,4.6129,-1.6835
2018146,345409226,1317986374,4.7028,-1.6382
2018147,378419434,1319726677,4.8216,-1.6107
2018148,346743178,1315102044,4.6880,-1.6232
2018149,353364860,1312652452,4.7046,-1.6187
2018150,377320206,1289430060,4.6464,-1.6465
2018151,345353380,1321227399,4.8656,-1.4514
2018152,342935808,1247608325,4.5892,-1.6903
2018153,363663410,1289528301,4.9577,-1.4346
2019001,341453440,1283324272,4.7622,-1.6232
2019002,345144344,1294586730,4.7978,-1.5884
2019003,373728002,1333321882,4.9534,-1.4551
2019004,338080388,1346750738,4.7314,-1.5801
2019005,343365078,1326043660,4.7598,-1.6525
2019006,375825296,1211353738,4.7124,-1.6876
2019007,340543166,1223439184,4.7428,-1.5869
2019008,342498692,1255320435,5.0000,-1.4501
2019009,376873348,1267633646,4.8535,-1.5927
2019010,336769874,1223708496,4.6114,-1.6748
2019011,340431350,1245829570,4.9429,-1.5002
2019012,370443836,1303808580,5.1839,-1.4331
2019013,332648408,1347698265,5.0913,-1.4335
2019014,327526362,1364355844,4.7715,-1.5655
2019015,386508326,1352193873,4.6975,-1.6337
2019016,314659700,1334598348,4.6632,-1.6474
2019017,312764888,1355934705,5.0299,-1.4672
2019018,349743310,1370346090,4.6988,-1.5779
2019019,326400930,1285383840,4.5820,-1.6875
2019020,330603914,1268982145,4.6375,-1.6454
2019021,370839306,1301850849,4.8298,-1.5021
2019022,338829860,1233143388,4.5900,-1.6890
2019023,353488994,1207046316,4.6077,-1.6561
2019024,384117562,1209747493,4.7772,-1.6073
2019025,345714892,1246342879,5.0748,-1.4629
2019026,349411720,1242805065,4.7673,-1.6213
2019027,393236612,1257385558,4.7404,-1.5814
2019028,356878622,1244140628,4.6770,-1.6393
2019029,358515950,1269306832,4.9461,-1.5275
2019030,392415448,1240512761,4.6799,-1.6493
2019031,358344316,1276420305,4.9486,-1.4666
2019032,353034100,1308932812,4.8210,-1.5033
2019033,385168218,1259439534,4.6621,-1.6608
2019034,354652922,1263277472,4.8133,-1.6060
2019035,354951028,1269805979,4.7181,-1.6024
2019036,383547756,1164805979,4.5068,-1.7178
2019037,344923376,1154793537,4.6775,-1.6317
2019038,335328036,1138999919,4.7022,-1.6467
2019039,363128750,1122075950,4.6805,-1.6461
2019040,335974062,1118623191,4.6839,-1.6235
2019041,347145834,1183587505,5.0166,-1.4341
2019042,376134240,1220955571,4.9493,-1.4346
2019043,345296562,1275191954,4.9955,-1.4342
2019044,350579948,1246753637,4.6203,-1.6634
2019045,380577960,1272816559,4.9638,-1.5371
2019046,349236650,1227436396,4.6651,-1.6692
2019047,349665886,1297945208,4.8424,-1.4353
2019048,379210874,1307482004,4.7534,-1.5900
2019049,333775314,1300906020,4.6615,-1.6297
2019050,311858860,1276546288,4.7223,-1.6525
2019051,371316762,1229559631,4.5879,-1.6890
2019052,342251970,514041918,4.5167,-1.7111
2019053,345533966,486040155,4.6694,-1.6623
2019054,376075414,484344441,4.7116,-1.6189
2019055,350070872,531777347,5.0958,-1.4336
2019056,351267630,579319269,4.9920,-1.4343
2019057,372560948,606231938,4.8708,-1.5352
2019058,339299672,520571254,4.5599,-1.7028
2019059,345567246,561383166,4.9212,-1.4347
2019060,367103342,628604946,4.9925,-1.4343
2019061,335296666,655425812,4.9693,-1.5216
2019062,339468976,684734277,4.8439,-1.5282
2019063,361222550,718713061,4.9932,-1.4742
2019064,331639006,743421022,4.9181,-1.4871
2019065,327400036,737867862,4.6469,-1.6262
2019066,354505682,765994853,4.9606,-1.5173
2019067,330381956,781887228,4.8126,-1.5490
2019068,331635522,802934315,4.9832,-1.5411
2019069,370103190,813208375,4.7163,-1.5883
2019070,335727814,839590047,4.9383,-1.4346
2019071,338921834,779942491,4.6009,-1.6705
2019072,366310328,784809688,4.7505,-1.6044
2019073,334373706,731798593,4.6247,-1.6786
2019074,339313032,777279978,5.2568,-1.4324
2019075,356452390,825389586,5.0624,-1.4338
2019076,327737064,860745165,5.0370,-1.4339
2019077,331156004,928983242,4.9710,-1.4343
2019078,358699764,911692755,4.6809,-1.6399
2019079,324952306,884700186,4.6858,-1.6513
2019080,333601616,878626031,4.7257,-1.6321
2019081,359862504,907395563,5.0791,-1.4948
2019082,328221990,927370251,4.8765,-1.5319
2019083,329029762,926738145,4.7640,-1.6154
2019084,356282880,892130280,4.6088,-1.6622
2019085,322387974,882276151,4.9038,-1.6298
2019086,318423888,868561562,4.7111,-1.6398
2019087,348495228,904387916,4.9878,-1.4666
2019088,320442344,848907760,4.7136,-1.6772
2019089,321183320,851666935,4.7521,-1.6061
2019090,355808718,912434874,5.0289,-1.4341
2019091,321773688,965901226,5.0044,-1.4341
2019092,325113036,961868391,4.7397,-1.6279
2019093,343851622,870686214,4.5619,-1.6843
2019094,318739184,870773310,4.6558,-1.6146
2019095,327102912,908224516,4.9842,-1.4342
2019096,355103324,720969696,4.5898,-1.6948
2019097,328319954,729874065,4.7740,-1.5777
2019098,334187522,759762439,4.8988,-1.4609
2019099,355328056,667283924,4.6094,-1.6877
2019100,334319180,720116287,5.1264,-1.4333
2019101,336008906,716370043,4.6663,-1.6339
2019102,365310214,665286304,4.6217,-1.6730
2019103,334444954,726754909,5.0115,-1.4341
2019104,336503558,727332881,4.7201,-1.6127
2019105,365092568,754476375,4.9558,-1.5207
2019106,330410652,799590658,5.1100,-1.4333
2019107,326852234,856645293,5.1865,-1.4328
2019108,361553454,842165456,4.7582,-1.6369
2019109,339057352,862636404,4.7686,-1.5307
2019110,345297696,869553104,4.8249,-1.5961
2019111,371095278,907833069,5.0556,-1.4823
2019112,335430712,939911612,4.8521,-1.5046
2019113,339648916,966030310,4.8782,-1.5069
2019114,372847052,1016450569,4.9256,-1.4348
2019115,354033692,1023230427,4.7531,-1.5970
2019116,336502106,1047187205,4.8299,-1.5439
2019117,358734764,1085958852,4.9452,-1.4549
2019118,329400746,1105685807,4.8065,-1.5468
2019119,332545590,1089354655,4.7182,-1.6514
2019120,361613906,1117954087,4.9643,-1.4963
2019121,334748934,1091862134,4.7050,-1.6500
2019122,334989390,1131287397,4.9754,-1.4343
2019123,360609038,1067428638,4.5681,-1.6840
2019124,337939626,1042703541,4.6820,-1.6507
2019125,342491160,1054933143,4.7151,-1.5833
2019126,369776508,1062273688,4.8480,-1.5950
2019127,338393664,1027292513,4.6243,-1.6626
2019128,342336168,1008312621,4.6459,-1.6579
2019129,442669038,952320130,4.5939,-1.6724
2019130,418172282,951230446,4.7912,-1.6157
2019131,413548024,955790186,4.7395,-1.6067
2019132,443878462,981615374,4.8460,-1.5386
2019133,412973230,997265432,4.7914,-1.5822
2019134,424644500,1027388308,4.9457,-1.5255
2019135,448749008,1086229996,4.9762,-1.4347
2019136,411048748,1105571297,5.0792,-1.5561
2019137,414318454,1015204480,4.6103,-1.6835
2019138,455574142,986542917,4.6458,-1.6540
2019139,420684332,1043301115,5.0977,-1.4339
2019140,421874374,966423413,4.6403,-1.6778
2019141,466103236,1042760527,5.0530,-1.4343
2019142,429455474,998995951,4.6804,-1.6786
2019143,421054466,986249870,4.6151,-1.6388
2019144,448943976,991024359,4.7092,-1.6072
2019145,404721396,969648184,4.7174,-1.6436
2019146,400822952,1030878448,5.1322,-1.4336
2019147,428843148,1035973571,4.7915,-1.6038
2019148,412835082,870667904,4.6197,-1.6954
2019149,401837358,836506504,4.7075,-1.6582
2019150,424037140,855139985,4.8018,-1.5719
2019151,405999712,885545850,4.9062,-1.5359
2020001,388311860,939054504,5.0174,-1.4343
2020002,410784878,911355134,4.6725,-1.6502
2020003,368960938,885816521,4.7280,-1.6470
2020004,370826158,906654598,4.7791,-1.5534
2020005,400642476,920486146,4.7323,-1.5792
2020006,361697316,860929224,4.5861,-1.6761
2020007,358035962,709741377,4.5782,-1.6965
2020008,395048088,680964320,4.6522,-1.6495
2020009,405733380,645107708,4.6255,-1.6608
2020010,142522854,654279153,4.8741,-1.5182
2020011,176331724,638032121,4.6991,-1.6551
2020012,198501652,652719440,4.8068,-1.5135
2020013,215545590,660220960,4.7003,-1.5761
2020014,261933168,661997100,4.7677,-1.6065
2020015,255551054,712719613,5.0694,-1.4330
2020016,260860736,685053744,4.6968,-1.6613
2020017,295712918,650980126,4.6817,-1.6609
2020018,287194532,640479172,4.6378,-1.6417
2020019,293920314,652393178,4.9401,-1.5779
2020020,310764432,685979970,5.0032,-1.4412
2020021,296655800,696474938,4.7651,-1.5712
2020022,311416184,695229480,4.7549,-1.6173
2020023,340318270,702813893,4.7654,-1.5884
2020024,317568426,707451262,4.7989,-1.6020
2020025,321611812,742200788,4.9176,-1.4360
2020026,349633986,769853394,4.9374,-1.4346
2020027,324196702,810989197,4.9631,-1.4344
2020028,323795596,823449380,4.7602,-1.5778
2020029,364268814,835276431,4.9250,-1.5787
2020030,327786632,896891829,5.0570,-1.4337
2020031,323903392,850135149,4.5647,-1.6836
2020032,338904002,843200936,4.7284,-1.6272
2020033,320555362,879873846,5.0069,-1.4340
2020034,340793680,878740204,4.7161,-1.6166
2020035,371811232,911288358,4.9798,-1.4469
2020036,346455736,944994783,4.9567,-1.4345
2020037,350126486,944864355,4.7807,-1.6145
2020038,374760420,922526038,4.6377,-1.6454
2020039,341609556,925841149,4.7239,-1.6069
2020040,341533118,947818891,4.8910,-1.5237
2020041,372422582,1005915378,4.9999,-1.4343
2020042,345472844,1027873219,4.8788,-1.5239
2020043,360394276,1043134035,4.9090,-1.5510
2020044,379328476,1042719025,4.7818,-1.6150
2020045,348295556,1010042406,4.7208,-1.6561
2020046,350122868,1010760962,4.7644,-1.6121
2020047,382084220,1021279165,4.7922,-1.5926
2020048,351604616,1046798674,4.9764,-1.5260
2020049,355402476,1062851807,4.7917,-1.5672
2020050,379409292,1101983169,5.0391,-1.4529
2020051,342968302,1014976572,4.5669,-1.6926
2020052,352815504,1085336824,5.2649,-1.4325
2020053,381666534,1057074616,4.6452,-1.6453
2020054,338817016,1050374135,4.6803,-1.6271
2020055,327140694,1009674637,4.6016,-1.6745
2020056,380233782,984522456,4.6978,-1.6448
2020057,349147892,1019998705,4.9474,-1.4346
2020058,356052050,958212978,4.6137,-1.6851
2020059,386807160,1002178704,4.9086,-1.4349
2020060,356937202,837071557,4.5325,-1.7043
2020061,366447904,903858043,5.0220,-1.4341
2020062,391827962,932509919,4.9415,-1.4963
2020063,357076054,991892696,5.0287,-1.4341
2020064,356057386,1063056063,5.0813,-1.4337
2020065,381062334,1090832907,4.9465,-1.4998
2020066,352149702,1057341835,4.6751,-1.6603
2020067,353153516,1061790227,4.7631,-1.6051
2020068,376630286,996910195,4.5865,-1.6932
2020069,343151528,1016346427,4.8729,-1.5568
2020070,343442594,953784945,4.7503,-1.6697
2020071,363190440,931954524,4.6774,-1.6518
2020072,335806408,945569865,4.8241,-1.5741
2020073,344984126,949682723,4.7465,-1.6038
2020074,375478220,974585503,4.8860,-1.5119
2020075,342593198,1031374526,4.9157,-1.4348
2020076,346015916,1033084399,4.8044,-1.6095
2020077,376430570,960537693,4.6229,-1.6699
2020078,339766446,1029746619,5.0780,-1.4336
2020079,347031342,1058784536,4.8278,-1.5151
2020080,375199530,1122276717,5.1204,-1.4336
2020081,341884184,1129524256,4.8396,-1.6002
2020082,339738944,1025240399,4.5140,-1.7125
2020083,375628538,1046377044,4.8913,-1.5519
2020084,340223360,997837500,4.5764,-1.6814
2020085,349243256,1039096893,4.9328,-1.4347
2020086,383150704,1051310454,4.7954,-1.5785
2020087,351393474,1066743130,5.0212,-1.5495
2020088,359763320,1049789346,4.6961,-1.6393
2020089,388734662,1061368833,4.8526,-1.5923
2020090,357200726,1090266240,5.2302,-1.5129
2020091,362307424,1088865952,4.7736,-1.6167
2020092,394714558,1113718036,4.8212,-1.5295
2020093,364874692,1159982996,5.0052,-1.4343
2020094,357043412,1182554395,4.9946,-1.4343
2020095,387062108,1197849256,4.7182,-1.5625
2020096,356787262,1228050661,5.1557,-1.5346
2020097,352372566,1147656700,4.5566,-1.6900
2020098,347585130,1171889114,4.8079,-1.5433
2020099,390640850,1181200651,4.6977,-1.5875
2020100,352785364,1167865459,4.6763,-1.6450
2020101,360073112,1196363693,4.9120,-1.5302
2020102,385810668,837068374,4.5084,-1.7162
2020103,363566614,812186919,4.6786,-1.6538
2020104,371069028,806356097,4.7388,-1.6276
2020105,399513718,837418291,4.9114,-1.5078
2020106,362151946,802335158,4.6621,-1.6659
2020107,372099740,835776030,4.8631,-1.4772
2020108,398129794,793968638,4.7074,-1.6620
2020109,358593188,723801259,4.6714,-1.6770
2020110,365150166,721987721,4.7631,-1.6183
2020111,459469274,808174858,5.0932,-1.4341
2020112,426910448,802000209,4.6887,-1.6238
2020113,436471868,772385388,4.5357,-1.7020
2020114,476450128,757446327,4.7316,-1.6337
2020115,435736254,837138988,5.0306,-1.4343
2020116,434234564,841135768,4.7231,-1.6055
2020117,460145954,785993086,4.6129,-1.6744
2020118,419968358,835737606,5.0060,-1.4344
2020119,432978556,837777744,4.8119,-1.6106
2020120,470788664,738529199,4.5609,-1.6878
2020121,425615038,777556587,5.0352,-1.4536
2020122,416050434,810048147,4.7532,-1.5197
2020123,442277628,869247735,5.0746,-1.4341
2020124,394367604,916453174,5.1949,-1.4332
2020125,403248064,942641447,4.8287,-1.5471
2020126,423827948,823570698,4.5827,-1.6890
2020127,385288238,824075658,4.7012,-1.6135
2020128,395094864,794699858,4.6754,-1.6576
2020129,428354318,786807887,4.7988,-1.6257
